ISO6393	Status	Pop.Size	simp.status
whk	"Threatened (80 percent certain, based on the evidence available)"	8000	threatened
wbk	"Threatened (20 percent certain, based on the evidence available)"	"1,500"	threatened
wlr	"Endangered (20 percent certain, based on the evidence available)"	100	endangered
wmh	"Threatened (20 percent certain, based on the evidence available)"	"3,000"	threatened
atr	"Threatened (20 percent certain, based on the evidence available)"	"1,120"	threatened
waw	"Threatened (20 percent certain, based on the evidence available)"	"3,154"	threatened
wbv	"Severely Endangered (20 percent certain, based on the evidence available)"	<50	severely_endangered
xwj	Dormant ()	0	dormant
"wkw, wur"	"Critically Endangered (20 percent certain, based on the evidence available)"	3	critically_endangered
wga	"Severely Endangered (20 percent certain, based on the evidence available)"	10	severely_endangered
wbl	"Vulnerable (20 percent certain, based on the evidence available)"	"37,570"	vulnerable
wll	"Threatened (20 percent certain, based on the evidence available)"	"9,000"	threatened
wla	"Endangered (20 percent certain, based on the evidence available)"	200	endangered
wln	"Threatened (80 percent certain, based on the evidence available)"	"~600,000"	threatened
wmt	"Endangered (20 percent certain, based on the evidence available)"	860	endangered
van	"Severely Endangered (100 percent certain, based on the evidence available)"	"1,740"	severely_endangered
ola	"Threatened (60 percent certain, based on the evidence available)"	~1000	threatened
wmc	"Endangered (20 percent certain, based on the evidence available)"	220	endangered
wmb	"Critically Endangered (20 percent certain, based on the evidence available)"	NA	critically_endangered
wme	"Vulnerable (20 percent certain, based on the evidence available)"	"15,000"	vulnerable
cou	"Vulnerable (20 percent certain, based on the evidence available)"	10000	vulnerable
wam	Awakening ()		awakening
gvc	"Threatened (20 percent certain, based on the evidence available)"	"~2,000"	threatened
nnp	"Vulnerable (20 percent certain, based on the evidence available)"	"~30,000"	vulnerable
wbh	"Vulnerable (100 percent certain, based on the evidence available)"	"<42,810"	vulnerable
wnm	"Critically Endangered (20 percent certain, based on the evidence available)"	1	critically_endangered
wgg	"Critically Endangered (20 percent certain, based on the evidence available)"	NA	critically_endangered
1kc	"Severely Endangered (20 percent certain, based on the evidence available)"	20	severely_endangered
xwk	Awakening ()		awakening
wno	"Threatened (20 percent certain, based on the evidence available)"	"7,000"	threatened
wnc	"Threatened (20 percent certain, based on the evidence available)"	"8,200"	threatened
wnk	"Endangered (60 percent certain, based on the evidence available)"	"14,000"	endangered
auc	"Threatened (20 percent certain, based on the evidence available)"	"1,616"	threatened
juk	"At risk (20 percent certain, based on the evidence available)"	"100,000"	at_risk
juw	"Threatened (20 percent certain, based on the evidence available)"	"1,610"	threatened
wap	"Vulnerable (20 percent certain, based on the evidence available)"	"<10,900"	vulnerable
wao	Awakening ()		awakening
wbf	"Threatened (20 percent certain, based on the evidence available)"	"4,500"	threatened
wba	"Vulnerable (20 percent certain, based on the evidence available)"	"~32,400"	vulnerable
wra	"Endangered (20 percent certain, based on the evidence available)"	NA	endangered
wrr	"Severely Endangered (60 percent certain, based on the evidence available)"	30	severely_endangered
wxw	Awakening ()		awakening
wsa	"Endangered (60 percent certain, based on the evidence available)"	600	endangered
wai	"Endangered (20 percent certain, based on the evidence available)"	200	endangered
pav	"Threatened (20 percent certain, based on the evidence available)"	2381	threatened
wrs	"Threatened (20 percent certain, based on the evidence available)"	"<4,400"	threatened
wbe	"Endangered (20 percent certain, based on the evidence available)"	150	endangered
wji	"Vulnerable (20 percent certain, based on the evidence available)"	"77,700"	vulnerable
bgv	"Endangered (20 percent certain, based on the evidence available)"		endangered
wrl	"Severely Endangered (20 percent certain, based on the evidence available)"	36	severely_endangered
wbp	"Threatened (80 percent certain, based on the evidence available)"	~3000	threatened
wrb	"Critically Endangered (20 percent certain, based on the evidence available)"	3	critically_endangered
wrn	"Threatened (20 percent certain, based on the evidence available)"	"1,100"	threatened
wnd	Dormant ()	0?	dormant
wbt	"Severely Endangered (20 percent certain, based on the evidence available)"	<30	severely_endangered
wrz	"Critically Endangered (20 percent certain, based on the evidence available)"	4	critically_endangered
wgy	"Critically Endangered (20 percent certain, based on the evidence available)"	3	critically_endangered
wri	Dormant ()	0	dormant
gjm	Dormant ()	0?	dormant
wwr	"Critically Endangered (20 percent certain, based on the evidence available)"	2	critically_endangered
wru	"Endangered (20 percent certain, based on the evidence available)"	350	endangered
wrm	"Severely Endangered (20 percent certain, based on the evidence available)"	50	severely_endangered
wac	Dormant ()	NA	dormant
was			
wtk	"Endangered (20 percent certain, based on the evidence available)"	160	endangered
wax	"Threatened (100 percent certain, based on the evidence available)"	"<1,086"	threatened
wth	Awakening ()		awakening
noa	"Threatened (60 percent certain, based on the evidence available)"	"~13,000"	threatened
wau	"Endangered (20 percent certain, based on the evidence available)"	410	endangered
www	"Threatened (80 percent certain, based on the evidence available)"	"2,500"	threatened
oym	"Threatened (20 percent certain, based on the evidence available)"	"1,655"	threatened
way	"Threatened (20 percent certain, based on the evidence available)"	"1,738"	threatened
wyr	"Critically Endangered (80 percent certain, based on the evidence available)"	5	critically_endangered
vay	"Endangered (40 percent certain, based on the evidence available)"	1520	endangered
klh	"Endangered (20 percent certain, based on the evidence available)"	200	endangered
cym	"Vulnerable (60 percent certain, based on the evidence available)"	"562,016 in Wales"	vulnerable
xww	Awakening ()		awakening
weg	"Critically Endangered (20 percent certain, based on the evidence available)"	5	critically_endangered
kvw	"Vulnerable (60 percent certain, based on the evidence available)"	"~4,000"	vulnerable
fry	"At risk (20 percent certain, based on the evidence available)"	"~300,000"	at_risk
txn	"Vulnerable (100 percent certain, based on the evidence available)"	8000	vulnerable
uve	"Vulnerable (100 percent certain, based on the evidence available)"	"2,200"	vulnerable
abe	"Critically Endangered (80 percent certain, based on the evidence available)"	< 10	critically_endangered
"mce, mdv, meh, mib, mie, mig, mpm, mvg, xti, xtj, xtl, xtm, xtn, xtt "	"Vulnerable (20 percent certain, based on the evidence available)"	"61,530"	vulnerable
apw	"Threatened (80 percent certain, based on the evidence available)"	"<14,000"	threatened
are	"Threatened (20 percent certain, based on the evidence available)"	"1,500"	threatened
			
brv	"Vulnerable (20 percent certain, based on the evidence available)"	"20,000"	vulnerable
mbb	"Vulnerable (20 percent certain, based on the evidence available)"	"19,000"	vulnerable
bxr	"Endangered (60 percent certain, based on the evidence available)"	"<50,000"	endangered
cso	"Threatened (20 percent certain, based on the evidence available)"	"3,590"	threatened
gvr	"Threatened (100 percent certain, based on the evidence available)"	"325,000"	threatened
ctp	"Vulnerable (20 percent certain, based on the evidence available)"	"12,000"	vulnerable
nhw	"At risk (20 percent certain, based on the evidence available)"	"400,000"	at_risk
1od	Dormant ()	0?	dormant
mrj	"Vulnerable (20 percent certain, based on the evidence available)"	"<50,000"	vulnerable
raf	"Threatened (20 percent certain, based on the evidence available)"	4650	threatened
amw	"Endangered (20 percent certain, based on the evidence available)"		endangered
lev	"Vulnerable (100 percent certain, based on the evidence available)"	10804	vulnerable
yih	"Threatened (20 percent certain, based on the evidence available)"	"5,400"	threatened
wew	"At risk (20 percent certain, based on the evidence available)"	">240,000"	at_risk
giw	"Severely Endangered (100 percent certain, based on the evidence available)"	"<6,000 (including all the Gelao languages)"	severely_endangered
lwh	Dormant ()	0	dormant
wii	"Critically Endangered (60 percent certain, based on the evidence available)"	100	critically_endangered
tua	"Severely Endangered (60 percent certain, based on the evidence available)"	460	severely_endangered
"mzh, wlv, mtp"	"Vulnerable (20 percent certain, based on the evidence available)"	"30,560"	vulnerable
wic	Dormant ()	0	dormant
wie	"Critically Endangered (20 percent certain, based on the evidence available)"	3	critically_endangered
wij	"Severely Endangered (20 percent certain, based on the evidence available)"	<40	severely_endangered
wif	"Critically Endangered (20 percent certain, based on the evidence available)"	3	critically_endangered
wih	"Severely Endangered (20 percent certain, based on the evidence available)"	<12	severely_endangered
wim	"Threatened (20 percent certain, based on the evidence available)"	"1,060"	threatened
wig	"Endangered (20 percent certain, based on the evidence available)"	~100	endangered
wik	"Severely Endangered (20 percent certain, based on the evidence available)"	<86	severely_endangered
wil	"Critically Endangered (20 percent certain, based on the evidence available)"	2	critically_endangered
win	"Endangered (20 percent certain, based on the evidence available)"	>250	endangered
wnw	Dormant ()	0	dormant
wrh	"Critically Endangered (20 percent certain, based on the evidence available)"	3	critically_endangered
wgu	Awakening ()		awakening
wiu	"Vulnerable (20 percent certain, based on the evidence available)"	"15,300"	vulnerable
bcr	"Severely Endangered (80 percent certain, based on the evidence available)"	211	severely_endangered
wiy	Awakening ()		awakening
wog	"Endangered (20 percent certain, based on the evidence available)"	368	endangered
